Asset Name,Serial Number,Status,Account Name,Product Code,Product Family,Product Family Short Name,Active Service,Territory,Service Contract Status Simple,Contract_Status_Clean,Service Start Date,Service End Date,has_active_contract,lat,lon,matched
"APN0543 - Apollo Nursing Patient Simulator, Maestro",APN0543,Installed,HCA Las Vegas CCA - Far West Division,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Southwest,Active Service Contract,Active Service Contract,2025-03-01,2026-02-28,True,36.398355949999996,-116.81344437499999,True
MFS2991 - Lucina Patient Simulator with Maestro,MFS2991,Installed,HCA Las Vegas CCA - Far West Division,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Southwest,Active Service Contract,Active Service Contract,2025-03-01,2026-02-28,True,36.398355949999996,-116.81344437499999,True
LUNA0667 - Luna Advanced,LUNA0667,Installed,HCA Las Vegas CCA - Far West Division,LUNA-300,Luna,Luna,1,Southwest,Active Service Contract,Active Service Contract,2025-03-01,2026-02-28,True,36.398355949999996,-116.81344437499999,True
ARIA0629 - Aria,ARIA0629,Shipped,Boerne High School,PED-300,Aria,Aria,1,South Texas,Active Service Contract,Active Service Contract,2025-02-28,2026-02-27,True,,,False
MFS2992 - Lucina Patient Simulator with Maestro,MFS2992,Shipped,Boerne High School,FLEX-MFS-MAESTRO,Lucina,Lucina,1,South Texas,Active Service Contract,Active Service Contract,2025-02-28,2026-02-27,True,,,False
MFS2959DS - Lucina Patient Simulator with Maestro,MFS2959DS,Shipped,Boerne High School,FLEX-MFS-MAESTRO,Lucina,Lucina,1,South Texas,Active Service Contract,Active Service Contract,2025-02-28,2026-02-27,True,,,False
JUNO4711DS - Juno Complete,JUNO4711DS,Shipped,LNA Health Careers,JUN-300,Juno,Juno,1,New England,Active Service Contract,Active Service Contract,2025-02-26,2026-02-25,True,,,False
JUNO4714DS - Juno Complete,JUNO4714DS,Shipped,Somerville High School,JUN-300,Juno,Juno,1,New England,Active Service Contract,Active Service Contract,2025-02-26,2027-02-25,True,,,False
JUNO4713DS - Juno Complete,JUNO4713DS,Shipped,Galen College of Nursing - Nashville,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-02-23,2026-02-22,True,36.1622767,-86.7742984,True
JUNO4708 - Juno Complete,JUNO4708,Shipped,Galen College of Nursing - Nashville,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-02-23,2026-02-22,True,36.1622767,-86.7742984,True
MFS2990DS - Lucina Patient Simulator with Maestro,MFS2990DS,Installed,Ivy Tech Community College - Fort Wayne,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Illinois,Active Service Contract,Active Service Contract,2025-02-20,2027-02-19,True,41.0799898,-85.1386015,True
LUNA0674 - Luna Live,LUNA0674,Shipped,Galen College of Nursing - Aurora,LUNA-200,Luna,Luna,1,West Plains,Active Service Contract,Active Service Contract,2025-02-20,2030-02-19,True,39.7405111,-104.830994,True
HPS1036/HPSM1020 - HPS Adult Anesthesia Patient Simulator,HPS1036/HPSM1020,Shipped,Carson-Newman University,FLEX-HPS10,HPS Adult,HPS Adult,1,Great Lakes,Active Service Contract,Active Service Contract,2025-02-20,2030-02-19,True,36.122311,-83.4923961,True
ARES1507 - Ares Complete,ARES1507,Shipped,Woodstock High School,ARES-300,Ares,Ares,1,North Florida,Active Service Contract,Active Service Contract,2025-02-14,2026-02-13,True,,,False
JUNO4709 - Juno Complete,JUNO4709,Shipped,Amarillo College Moore County Campus,JUN-300,Juno,Juno,1,North Texas,Active Service Contract,Active Service Contract,2025-02-12,2026-02-11,True,35.8614779,-101.9713726,True
"APN0542 - Apollo Nursing Patient Simulator, Maestro",APN0542,Shipped,Amarillo College Moore County Campus,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,North Texas,Active Service Contract,Active Service Contract,2025-02-12,2026-02-11,True,35.8614779,-101.9713726,True
"APP1307 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1307,Shipped,Pepperdine University,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Southern California,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,34.1446643,-118.644097,True
"APN0541 - Apollo Nursing Patient Simulator, Maestro",APN0541,Shipped,Pepperdine University,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Southern California,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,34.1446643,-118.644097,True
JUNO4707 - Juno Complete,JUNO4707,Shipped,University of Texas Rio Grande Valley,JUN-300,Juno,Juno,1,South Texas,Active Service Contract,Active Service Contract,2025-02-08,2027-02-07,True,,,False
VMDX2544 - CAE Vimedix OB/GYN (Transvaginal) Ultrasound Simulator Base Unit,VMDX2544,Shipped,Baylor College of Medicine,VIM-009.1,Vimedix,Vimedix,1,South Texas,Active Service Contract,Active Service Contract,2025-02-08,2029-02-07,True,29.7589382,-95.3676974,True
"APN0540 - Apollo Nursing Patient Simulator, Maestro",APN0540,Shipped,Galen College of Nursing - San Antonio,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,South Texas,Active Service Contract,Active Service Contract,2025-02-07,2026-02-06,True,29.424600199999997,-98.4951405,True
JUNO4702 - Juno Complete,JUNO4702,Shipped,D'Youville University,JUN-300,Juno,Juno,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-02-05,2027-02-04,True,42.8864163,-78.8781493,True
JUNO4703 - Juno Complete,JUNO4703,Shipped,Sarasota Memorial Hospital,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-01-30,2026-01-29,True,,,False
JUNO4704 - Juno Complete,JUNO4704,Shipped,Muskegon Community College,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-01-30,2026-01-29,True,34.9979453,-78.3233325,True
JUNO4706 - Juno Complete,JUNO4706,Shipped,Muskegon Community College,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-01-30,2026-01-29,True,34.9979453,-78.3233325,True
ARIA0627 - Aria,ARIA0627,Shipped,Sarasota Memorial Hospital,PED-300,Aria,Aria,1,North Florida,Active Service Contract,Active Service Contract,2025-01-30,2026-01-29,True,,,False
VMDX2543 - Elevate Vimedix Cardiac (TTE) Ultrasound Simulator Base Unit,VMDX2543,Shipped,Sarasota Memorial Hospital,VIM-006.1,Vimedix,Vimedix,1,North Florida,Active Service Contract,Active Service Contract,2025-01-30,2026-01-29,True,,,False
MFS2985DS - Lucina Patient Simulator with Maestro,MFS2985DS,Shipped,Sarasota Memorial Hospital,FLEX-MFS-MAESTRO,Lucina,Lucina,1,North Florida,Active Service Contract,Active Service Contract,2025-01-30,2026-01-29,True,,,False
ARES1365_ - Ares Complete,ARES1365_,Shipped,Hillsborough Community College,ARES-300,Ares,Ares,1,North Florida,Active Service Contract,Active Service Contract,2025-01-30,2026-01-29,True,,,False
ARES1512 - Ares Complete,ARES1512,Shipped,Sarasota Memorial Hospital,ARES-300,Ares,Ares,1,North Florida,Active Service Contract,Active Service Contract,2025-01-30,2026-01-29,True,,,False
ARES1463 - Ares Complete,ARES1463,Installed,Lewiston Regional Technical Center,ARES-300,Ares,Ares,1,New England,Active Service Contract,Active Service Contract,2025-01-29,2026-01-28,True,44.0990717,-70.2177099,True
VMDX2540 - CAE Vimedix Abdominal Ultrasound Simulator Base Unit-Abdominal,VMDX2540,Shipped,Trinity Hospital,VIM-008.1,Vimedix,Vimedix,1,Northern Plains,Active Service Contract,Active Service Contract,2025-01-29,2030-01-28,True,,,False
VMDX2542 - CAE Vimedix Abdominal Ultrasound Simulator Base Unit-Abdominal,VMDX2542,Shipped,Horry-Georgetown Technical College,VIM-008.1,Vimedix,Vimedix,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-01-29,2027-01-28,True,,,False
VMDX2539 - Elevate Vimedix OB/GYN (Transabdominal) Ultrasound Simulator Base Unit,VMDX2539,Shipped,Trinity Hospital,VIM-003.1,Vimedix,Vimedix,1,Northern Plains,Active Service Contract,Active Service Contract,2025-01-29,2030-01-28,True,,,False
VMDX2541 - CAE Vimedix OB/GYN (Transabdominal) Ultrasound Simulator Base Unit,VMDX2541,Shipped,Horry-Georgetown Technical College,VIM-003.1,Vimedix,Vimedix,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-01-29,2027-01-28,True,,,False
MFS2984 - Lucina Patient Simulator with Maestro,MFS2984,Shipped,Clay County EMS,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-01-29,2026-01-28,True,,,False
"APN0539 - Apollo Nursing Patient Simulator, Maestro",APN0539,Shipped,Atrium Health,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-01-26,2030-01-25,True,35.2272086,-80.8430827,True
JUNO4700 - Juno Complete,JUNO4700,Shipped,Owens Community College,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-01-17,2030-01-16,True,41.5571178,-83.6279321,True
JUNO4699 - Juno Complete,JUNO4699,Shipped,Owens Community College,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-01-17,2030-01-16,True,41.5571178,-83.6279321,True
JUNO4689 - Juno Complete,JUNO4689,Shipped,Owens Community College,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-01-17,2030-01-16,True,41.5571178,-83.6279321,True
JUNO4690 - Juno Complete,JUNO4690,Shipped,Owens Community College,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-01-17,2030-01-16,True,41.5571178,-83.6279321,True
JUNO4697DS - Juno Complete,JUNO4697DS,Shipped,Owens Community College,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-01-17,2030-01-16,True,41.5571178,-83.6279321,True
JUNO4674DS - Juno Complete,JUNO4674DS,Shipped,Owens Community College,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-01-17,2030-01-16,True,41.5571178,-83.6279321,True
JUNO4675DS - Juno Complete,JUNO4675DS,Shipped,Owens Community College,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-01-17,2030-01-16,True,41.5571178,-83.6279321,True
MFS2977 - Lucina Patient Simulator with Maestro,MFS2977,Shipped,South County Hospital,FLEX-MFS-MAESTRO,Lucina,Lucina,1,New England,Active Service Contract,Active Service Contract,2025-09-30,2026-09-29,True,41.437324,-71.5014469,True
MFS2921DS - Lucina Patient Simulator with Maestro,MFS2921DS,Shipped,Galen College of Nursing - Tampa,FLEX-MFS-MAESTRO,Lucina,Lucina,1,North Florida,Active Service Contract,Active Service Contract,2025-01-03,2026-02-02,True,39.7405111,-104.830994,True
MFS2975 - Lucina Patient Simulator with Maestro,MFS2975,Shipped,HealthForce Kentucky,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Great Lakes,Active Service Contract,Active Service Contract,2025-01-16,2030-01-15,True,,,False
MFS2980DS - Lucina Patient Simulator with Maestro,MFS2980DS,Shipped,HealthForce Kentucky,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Great Lakes,Active Service Contract,Active Service Contract,2025-01-16,2030-01-15,True,,,False
JUNO4681 - Juno Complete,JUNO4681,Shipped,Pepperdine University,JUN-300,Juno,Juno,1,Southern California,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,34.1446643,-118.644097,True
JUNO4687 - Juno Complete,JUNO4687,Shipped,Pepperdine University,JUN-300,Juno,Juno,1,Southern California,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,34.1446643,-118.644097,True
JUNO4686 - Juno Complete,JUNO4686,Shipped,Pepperdine University,JUN-300,Juno,Juno,1,Southern California,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,34.1446643,-118.644097,True
JUNO4688 - Juno Complete,JUNO4688,,Pepperdine University,JUN-300,Juno,Juno,1,Southern California,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,34.1446643,-118.644097,True
JUNO4680 - Juno Complete,JUNO4680,Shipped,Pepperdine University,JUN-300,Juno,Juno,1,Southern California,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,34.1446643,-118.644097,True
JUNO4692DS - Juno Complete,JUNO4692DS,Shipped,Pepperdine University,JUN-300,Juno,Juno,1,Southern California,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,34.1446643,-118.644097,True
JUNO4640DS - Juno Complete,JUNO4640DS,Shipped,Pepperdine University,JUN-300,Juno,Juno,1,Southern California,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,34.1446643,-118.644097,True
JUNO4641DS - Juno Complete,JUNO4641DS,Shipped,Pepperdine University,JUN-300,Juno,Juno,1,Southern California,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,34.1446643,-118.644097,True
JUNO4693DS - Juno Complete,JUNO4693DS,Shipped,Pepperdine University,JUN-300,Juno,Juno,1,Southern California,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,34.1446643,-118.644097,True
JUNO4694DS - Juno Complete,JUNO4694DS,Shipped,Pepperdine University,JUN-300,Juno,Juno,1,Southern California,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,34.1446643,-118.644097,True
ARIA0619 - Aria,ARIA0619,Shipped,Pepperdine University,PED-300,Aria,Aria,1,Southern California,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,34.1446643,-118.644097,True
"APP1304 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1304,Shipped,Pepperdine University,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Southern California,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,34.1446643,-118.644097,True
"APP1295DS - Apollo Pre-Hospital Patient Simulator, Maestro",APP1295DS,Shipped,Pepperdine University,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Southern California,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,34.1446643,-118.644097,True
"APN0534DS - Apollo Nursing Patient Simulator, Maestro",APN0534DS,Shipped,Pepperdine University,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Southern California,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,34.1446643,-118.644097,True
MFS2978DS - Lucina Patient Simulator with Maestro,MFS2978DS,Shipped,Pepperdine University,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Southern California,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,34.1446643,-118.644097,True
LUNA0658DS - Luna Advanced,LUNA0658DS,Shipped,Pepperdine University,LUNA-300,Luna,Luna,1,Southern California,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,34.1446643,-118.644097,True
JUNO4685 - Juno Complete,JUNO4685,Shipped,Tri-County High School,JUN-300,Juno,Juno,1,Illinois,Active Service Contract,Active Service Contract,2025-04-30,2026-04-29,True,32.7579107,-84.8749311,True
JUNO4672DS - Juno Complete,JUNO4672DS,Shipped,Lawson State Community College - Birmingham,JUN-300,Juno,Juno,1,Gulf Coast,Active Service Contract,Active Service Contract,2024-12-27,2029-12-26,True,,,False
"APN0536 - Apollo Nursing Patient Simulator, Maestro",APN0536,Shipped,Lawson State Community College - Birmingham,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Gulf Coast,Active Service Contract,Active Service Contract,2024-12-27,2029-12-26,True,,,False
MFS2962DS - Lucina Patient Simulator with Maestro,MFS2962DS,Shipped,Lawson State Community College - Birmingham,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Gulf Coast,Active Service Contract,Active Service Contract,2024-12-27,2029-12-26,True,,,False
ARES1466 - Ares Complete,ARES1466,Shipped,University of Chicago,ARES-300,Ares,Ares,1,Illinois,Active Service Contract,Active Service Contract,2024-12-27,2027-12-26,True,,,False
ARES1498 - Ares Complete,ARES1498,Shipped,University of Chicago,ARES-300,Ares,Ares,1,Illinois,Active Service Contract,Active Service Contract,2024-12-27,2027-12-26,True,,,False
LUNA0661 - Luna Advanced,LUNA0661,Shipped,"Monument Health Rapid City Hospital, Inc.",LUNA-300,Luna,Luna,1,Northern Plains,Active Service Contract,Active Service Contract,2024-12-22,2029-12-21,True,44.0806041,-103.228023,True
ARIA0618 - Aria,ARIA0618,Shipped,"Monument Health Rapid City Hospital, Inc.",PED-300,Aria,Aria,1,Northern Plains,Active Service Contract,Active Service Contract,2024-12-22,2029-12-21,True,44.0806041,-103.228023,True
MFS2972 - Lucina Patient Simulator with Maestro,MFS2972,Shipped,"Monument Health Rapid City Hospital, Inc.",FLEX-MFS-MAESTRO,Lucina,Lucina,1,Northern Plains,Active Service Contract,Active Service Contract,2024-12-22,2029-12-21,True,44.0806041,-103.228023,True
HPS1035/HPSM1019 - HPS Adult Anesthesia Patient Simulator,HPS1035/HPSM1019,Shipped,Baylor College of Medicine,FLEX-HPS10,HPS Adult,HPS Adult,1,South Texas,Active Service Contract,Active Service Contract,2025-03-01,2026-02-28,True,29.7589382,-95.3676974,True
JUNO4659 - Juno Complete,JUNO4659,Shipped,Merrimack College,JUN-300,Juno,Juno,1,New England,Active Service Contract,Active Service Contract,2024-12-20,2026-12-19,True,,,False
JUNO4661 - Juno Complete,JUNO4661,Shipped,Merrimack College,JUN-300,Juno,Juno,1,New England,Active Service Contract,Active Service Contract,2024-12-20,2026-12-19,True,,,False
JUNO4636DS - Juno Complete,JUNO4636DS,Shipped,Merrimack College,JUN-300,Juno,Juno,1,New England,Active Service Contract,Active Service Contract,2024-12-20,2026-12-19,True,,,False
JUNO4637DS - Juno Complete,JUNO4637DS,Shipped,Merrimack College,JUN-300,Juno,Juno,1,New England,Active Service Contract,Active Service Contract,2024-12-20,2026-12-19,True,,,False
JUNO4649 - Juno Complete,JUNO4649,Shipped,Johnston Community College,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-12-20,2026-12-19,True,35.5111996,-78.346102,True
JUNO4631DS - Juno Complete,JUNO4631DS,Shipped,Johnston Community College,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-12-20,2026-12-19,True,35.5111996,-78.346102,True
VMDX2565 - Elevate Vimedix Cardiac (TTE) Ultrasound Simulator Base Unit,VMDX2565,Shipped,Memorial University of Newfoundland,VIM-006.1,Vimedix,Vimedix,1,Canada,Active Service Contract,Active Service Contract,2025-04-01,2026-03-31,True,,,False
JUNO4647 - Juno Complete,JUNO4647,Shipped,School District of DeSoto County,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2024-12-19,2027-12-18,True,27.2158826,-81.8584164,True
"APN0532 - Apollo Nursing Patient Simulator, Maestro",APN0532,Shipped,School District of DeSoto County,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2024-12-19,2027-12-18,True,27.2158826,-81.8584164,True
MFS2966 - Lucina Patient Simulator with Maestro,MFS2966,Shipped,School District of DeSoto County,FLEX-MFS-MAESTRO,Lucina,Lucina,1,North Florida,Active Service Contract,Active Service Contract,2024-12-19,2027-12-18,True,27.2158826,-81.8584164,True
ARES1504 - Ares Complete,ARES1504,Shipped,School District of DeSoto County,ARES-300,Ares,Ares,1,North Florida,Active Service Contract,Active Service Contract,2024-12-19,2027-12-18,True,27.2158826,-81.8584164,True
ARIA0615 - Aria,ARIA0615,Installed,Western University of Health Sciences - CA,PED-300,Aria,Aria,1,Southern California,Active Service Contract,Active Service Contract,2024-12-15,2029-12-14,True,34.0553813,-117.7517496,True
"APN0535 - Apollo Nursing Patient Simulator, Maestro",APN0535,Shipped,Central Carolina Technical College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2024-12-15,2029-12-14,True,33.9204354,-80.3414693,True
"APN0537DS - Apollo Nursing Patient Simulator, Maestro",APN0537DS,Shipped,Central Carolina Technical College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2024-12-15,2029-12-14,True,33.9204354,-80.3414693,True
"APN0524DS - Apollo Nursing Patient Simulator, Maestro",APN0524DS,Shipped,Central Carolina Technical College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2024-12-15,2029-12-14,True,33.9204354,-80.3414693,True
"APN0531 - Apollo Nursing Patient Simulator, Maestro",APN0531,Shipped,Henderson Hospital,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Southwest,Active Service Contract,Active Service Contract,2025-12-15,2027-12-14,True,,,False
"APN0529 - Apollo Nursing Patient Simulator, Maestro",APN0529,Shipped,Southeast Technical College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2024-12-05,2026-12-04,True,43.5476008,-96.72936289999998,True
MFS2967 - Lucina Patient Simulator with Maestro,MFS2967,Shipped,Conestoga College,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Canada,Active Service Contract,Active Service Contract,2024-12-04,2026-12-03,True,,,False
MFS2961DS - Lucina Patient Simulator with Maestro,MFS2961DS,Installed,Northeast Georgia Medical Center,FLEX-MFS-MAESTRO,Lucina,Lucina,1,North Florida,Active Service Contract,Active Service Contract,2025-11-29,2026-11-28,True,34.2978794,-83.8240663,True
LUNA0670 - Luna Live,LUNA0670,Shipped,Galen College of Nursing - Tampa,LUNA-200,Luna,Luna,1,North Florida,Active Service Contract,Active Service Contract,2024-11-29,2029-11-28,True,39.7405111,-104.830994,True
ARES1503 - Ares Complete,ARES1503,Shipped,Northeast Ohio Medical University,ARES-300,Ares,Ares,1,Great Lakes,Active Service Contract,Active Service Contract,2024-11-28,2029-11-27,True,41.0990792,-81.2424901,True
ARES1505 - Ares Complete,ARES1505,Shipped,Corewell Health,ARES-300,Ares,Ares,1,Great Lakes,Active Service Contract,Active Service Contract,2025-11-24,2026-11-23,True,42.9632425,-85.6678639,True
"APP1284 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1284,Installed,Washtenaw Community College,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2024-11-24,2027-11-23,True,42.2813722,-83.7484616,True
"APN0533 - Apollo Nursing Patient Simulator, Maestro",APN0533,Installed,Washtenaw Community College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2024-11-24,2027-11-23,True,42.2813722,-83.7484616,True
ARIA0601 - Aria,ARIA0601,Installed,Air Evac Lifeteam,PED-300,Aria,Aria,1,West Plains,Active Service Contract,Active Service Contract,2024-11-24,2026-02-23,True,38.7902503,-90.7033292,True
"APP1289 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1289,Installed,Air Evac Lifeteam,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,West Plains,Active Service Contract,Active Service Contract,2024-11-24,2026-02-23,True,38.7902503,-90.7033292,True
"APP1286 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1286,Installed,Air Evac Lifeteam,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,West Plains,Active Service Contract,Active Service Contract,2024-11-24,2026-02-23,True,38.7902503,-90.7033292,True
ARIA0608 - Aria,ARIA0608,Shipped,College Montmorency,PED-300,Aria,Aria,1,Canada,Active Service Contract,Active Service Contract,2025-03-01,2026-02-28,True,,,False
ARES1427DS - Ares Complete,ARES1427DS,Shipped,University of Louisville - School of Medicine,ARES-300,Ares,Ares,1,Great Lakes,Active Service Contract,Active Service Contract,2025-11-17,2026-11-16,True,38.2542376,-85.759407,True
"APN0521 - Apollo Nursing Patient Simulator, Maestro",APN0521,Shipped,Southeast Technical College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2024-11-16,2026-11-15,True,43.5476008,-96.72936289999998,True
"APN0523 - Apollo Nursing Patient Simulator, Maestro",APN0523,Shipped,Southeast Technical College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2024-11-16,2026-11-15,True,43.5476008,-96.72936289999998,True
"APN0530DS - Apollo Nursing Patient Simulator, Maestro",APN0530DS,Shipped,Southeast Technical College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2024-11-16,2026-11-15,True,43.5476008,-96.72936289999998,True
VMDX2528 - Elevate Vimedix Cardiac (TTE) Ultrasound Simulator Base Unit,VMDX2528,Shipped,BeeBe Healthcare,VIM-006.1,Vimedix,Vimedix,1,Mid Atlantic,Active Service Contract,Active Service Contract,2025-11-14,2026-11-14,True,,,False
VMDX2529 - Elevate Vimedix OB/GYN (Transabdominal) Ultrasound Simulator Base Unit,VMDX2529,Shipped,BeeBe Healthcare,VIM-003.1,Vimedix,Vimedix,1,Mid Atlantic,Active Service Contract,Active Service Contract,2025-11-14,2026-11-13,True,,,False
MFS2964 - Lucina Patient Simulator with Maestro,MFS2964,Installed,Pueblo Community College - Fremont,FLEX-MFS-MAESTRO,Lucina,Lucina,1,West Plains,Active Service Contract,Active Service Contract,2024-11-15,2029-11-14,True,38.4422506,-105.2348795,True
JUNO4633 - Juno Complete,JUNO4633,Shipped,Juniata College,JUN-300,Juno,Juno,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2024-11-14,2026-11-13,True,40.3446332,-78.0281185,True
JUNO4634 - Juno Complete,JUNO4634,Shipped,Juniata College,JUN-300,Juno,Juno,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2024-11-14,2026-11-13,True,40.3446332,-78.0281185,True
JUNO4632DS - Juno Complete,JUNO4632DS,Shipped,Juniata College,JUN-300,Juno,Juno,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2024-11-14,2026-11-13,True,40.3446332,-78.0281185,True
ARIA0610DS - Aria,ARIA0610DS,Shipped,Juniata College,PED-300,Aria,Aria,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-11-14,2026-11-13,True,40.3446332,-78.0281185,True
"APP1281 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1281,Shipped,Juniata College,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2024-11-14,2026-11-13,True,40.3446332,-78.0281185,True
MFS2958 - Lucina Patient Simulator with Maestro,MFS2958,Shipped,Juniata College,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2024-11-14,2026-11-13,True,40.3446332,-78.0281185,True
LUNA0651 - Luna Advanced,LUNA0651,Shipped,Juniata College,LUNA-300,Luna,Luna,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2024-11-14,2026-11-13,True,40.3446332,-78.0281185,True
"APN0522 - Apollo Nursing Patient Simulator, Maestro",APN0522,Shipped,Owens Community College Findlay Campus,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2024-11-06,2029-11-05,True,,,False
"APN0515DS - Apollo Nursing Patient Simulator, Maestro",APN0515DS,Shipped,Owens Community College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2024-11-06,2029-11-05,True,41.5571178,-83.6279321,True
"APN0525 - Apollo Nursing Patient Simulator, Maestro",APN0525,Shipped,Owens Community College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2024-11-06,2029-11-05,True,41.5571178,-83.6279321,True
